Test_English,Test_Kinyarwanda,Prop_NLLB,Prop_ChatGPT,Prop_GT,1.0832677820940877e-231,1.362137122503591e-231,1.1988328686372911e-231
I’m a girl,Ndi umukobwa,,Ndi umugore,Ndi umukobwa,0,0.5331675363405771,1.0
The book is on the table,Igitabo kiri kumeza,,Igitabo cyavuye kuri tawure,Igitabo kiri kumeza,0,0.33874773254152984,1.0
I wake up early every day,Buri munsi mbyuka kare cyane,,Ndagukunda ngwino koko munsi yose,Mbyuka kare buri munsi,0,0.24159901115663643,0.6364713244392607
The children are playing football outside,Abana bari gukina umupira w’amaguru hanze,,Abana barasaba imikino ya futuboli ku baho,Abana bakina umupira hanze,0,0.2945147639100429,0.5581437737877997
Before I go to class I take breakfast,"Mbere yuko njya mu ishuri, mbaza gufata ifunguro rya mugitondo",,"Mbere nshyira mu klasa, ndasaba gutanga isosi","Mbere yuko njya mu ishuri, mfata ifunguro rya mu gitondo",0,0.2533706797780169,0.84076235007508
The man who knew many languages was given the job of being an interpreter,Umugabo waruzi indimi nyinshi yahawe akazi ko kuba umusemuzi,,Umuntu wese wari uzi icyongereza yarwaye igihugu cya gusoma,Uyu mugabo wari uzi indimi nyinshi yahawe akazi ko kuba umusemuzi,0,0.1979109504882319,0.8838904297704169
After many years of research and experimentation a team of a student and a teacher was able to identify a technology method that is used for analyzing and understanding human language,"Nyuma y’imyaka myinshi y’ubushakashatsi n’igeragezwa, itsinda ry’umunyeshuri n’umwarimu ryabashije gukora uburyo bw’ikoranabuhanga bukoreshwa mu gusesengura no kumva ururimi rw’abantu",,"Nyuma y’amasaha atandatu yo gusoma n’ubuvugizi, icyorezo cy’umugeni n’umunyeshuri yarabashinjwemo kwiyumvamo ibitangaza bitandukanye by’ikirengacumu kwifatanya na ngombwa y’ubutumwa bwa buri muntu",Nyuma yimyaka myinshi yubushakashatsi nubushakashatsi itsinda ryabanyeshuri numwarimu bashoboye kumenya uburyo bwikoranabuhanga rikoreshwa mugusesengura no gusobanukirwa ururimi rwabantu,0,0.38045766829090666,0.7239456495569496
It is raining,Imvura iragwa,,Ibihe bya minsi,Imvura iri kugwa,0,5.411517055137399e-155,0.6043026468442619
The birds are singing,Inyoni ziri kuririmba,,Ibiseke bibaza,Inyoni ziririmba,0,5.541564466373977e-155,0.7278825061958952
The merchant opened a new store in the city,Umucuruzi yafunguye iduka rishya mu mujyi,,Umushyikirano watsinzwe ibyiciro by’ibiro mu mujyi,Umucuruzi yafunguye iduka rishya mu mujyi,0,0.26037625013361276,1.0
A student who recently won an award in an art competition chose to use her prize to donate to charity,"Umunyeshuri wari uherutse gutsindira igihembo mu marushanwa y’ubugeni, yahisemo gukoresha igihembo cye mu gutanga imfashanyo mu bikorwa by’ubugiraneza",,Umunyeshuri wavutse wamenyekanye n’ibihembo mu gikorwa cy’ubuhanga yabyikorera agatsiko kugeza yari atunze mu muryango mwiza,Umunyeshuri uherutse gutsindira igihembo mumarushanwa yubuhanzi yahisemo gukoresha igihembo cye kugirango atange imfashanyo,0,0.43543760555986144,0.7011301114082874
The cat is chasing an insect in the garden,Injangwe iri kwirukankana agasimba kari mu busitani,,Inzoka irasa ishako mu kirima,Injangwe yirukanye udukoko mu busitani,0,0.12360545410216946,0.4615425015629849
It is nice outside today,Hanze harasa neza uyu munsi,,Mu kirima hari ibyo nziza,Nibyiza hanze uyumunsi,0,0.1570138275899757,0.4171146615793599
I like dogs more than cats,Nkunda imbwa kurusha injangwe,,Ndagukunda imbwa kandi cyane,Nkunda imbwa kuruta injangwe,0,0.4901090060699422,0.8696398662122882
This class is hard,Iri somo rirakomeye,,Iyi klasa ni nziza,Iri somo riragoye,0,6.00795009506529e-155,0.7042311846346826
The national team player known for his soccer skills announced that he is going to retire and become a journalist,"Umukinnyi w’ikipe y’igihugu, wari uzwiho ubuhanga mu gukina umupira w’amaguru, yatangaje ko agiye kureka gukina umupira w’amaguru aka umunyamakuru",,Umwaka ukomeye wazwi n'uburyo yifuza guhaga afite ikipe y'umurwa yakomoza ko ari ukoza umurongo n'aho atangira kuba umuhanzi w'imyidagaduro,Umukinnyi w'ikipe y'igihugu uzwiho ubuhanga bw'umupira w'amaguru yatangaje ko agiye kujya mu kiruhuko cy'izabukuru akaba umunyamakuru,0,0.3510240589222832,0.6504274569592802
There is too much noise in the library,Mw’isomero harimo urusaku rwinshi,,Bibazo n'ibibarimbere muri shuli,Hano hari urusaku rwinshi mu isomero,0,0.1315376612843441,0.7098965660204106
My brother is afraid of insects,Musaza wanjye atinya udukoko duto,,Umukobwa wanjye atowe imirire,Murumuna wanjye atinya udukoko,0,0.36629741050328096,0.7111331137087255
Kinyarwanda is a difficult language to translate in English because there are some words it does not have,Ikinyarwanda ni ururimi rugoye kurushyira mu cyongereze kuko hari amagambo kidafite,,Kinyarwanda ni ururimi rurerimbuje kubvumvurirwa mu kirundi kuko haba hasigaye amagambo yabanza kutubwa,Kinyarwanda ni ururimi rutoroshye guhindura mucyongereza kuko hari amagambo amwe adafite,0,0.48747615004462813,0.7033443310007398
My cat probably thinks he is the leader of this house,Injangwe yanjye ishobora kuba itekereza ko ariyo muyobozi w’iyi nzu,,Inzoka yanjye yari irashaka kuburambira ariko yari icyumweru mw’imvura,Injangwe yanjye ishobora kuba yibwira ko ari umuyobozi wiyi nzu,0,0.31382849261510465,0.758261678848799
